index,id,title_len,type,description ,release_year,runtime,imdb_score,theme,actor,movies_shows_by_year 
603,154375,20,Movie,"Three people, each having different aspirations from life, are caught in a tangle of emotions and donâ€™t know the way out. Thereâ€™s a husband and wife with love eroding from their life. And thereâ€™s a single, happy-go-lucky dude who falls in love with the wife.",2009,115,3.5,Drama,Salman Khan,39
604,241875,13,Movie,"Frank & Cindy is a deeply personal documentary about Frank Garcia, an '80s one-hit wonder musician, and his blonde bombshell wife Cindy, who makes him live in the basement.",2007,73,7.0,Documentary,Cynthia Brown,29
609,154802,6,Movie,"A film unit goes for a shoot deep into a forest, they settle at a place with bare minimal facilities run by a strange and quirky man called Setu.",2009,98,2.9,Action,Deimantas Narkeviƒçius,39
611,46867,7,Movie,"Balakrishnan and Ashok are two childhood friends who lose touch with each other. One of them goes on to become a national figure and the other, a village barber.",2008,160,4.8,Family,Rajinikanth,34
612,140653,15,Movie,"Wealthy construction mogul Sam Ching (Andy Lau) and cabaret dancer Milan Sit (Qi Shu) fall madly in love with one another despite the class differences that would keep many couples apart. However, what Sit doesn't know is that Ching is the man responsible for razing a building representing cherished memories from her childhood. Can they live happily ever after if this secret gets out?",2009,117,5.6,Romance,Andy Lau,39
613,160596,4,Movie,A Lebanese boy gets separated from his family during the civil war and ends up in Sweden.,2005,105,6.5,Action,Imad Creidi,16
614,76399,12,Movie,"Ian Montes is a picture of success. Despite being a son of a shipping tycoon, Ian refused to just ride in his father's empire. He built his own real estate company and earned his first million at a very young age. He never looked back since then. Driven by his ambition to become better, if not as good as his father, Ian managed to make it on his own. But behind all the glory is a man yearning for love and recognition.",2007,117,6.4,Romance,Maricel Soriano,29
617,84316,23,Movie,"On a calm summer day in 1991, in the bustling Lokhandwala Complex, five criminals including Maya and Dilip were counting 70 lakhs in flat no. 32 B, when 286 policemen, headed by ACP Khan, took strategic positions around their building. A gunfire ensued and the entire nation witnessed the most talked about daylight encounter lasting 6 hours that transformed suburban Mumbai into a war zone.",2007,145,7.1,Action,Vivek Oberoi,29
619,168869,18,Movie,"The squabbling mother and daughter, Kath and Kim, embark on an excursion into the unexplored crannies of life at Lagoon Court, Fountain Lakes.",2005,90,7.3,Drama,Jane Turner,16
620,352243,30,Movie,"In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds.",2008,44,5.9,Family,Arthur Shawcross,34
624,87672,5,Movie,"It tells a story about a free-spirited older couple, Pak Atan and Mak Inom who decide to spend more time in the country after getting tired of city life. But they find that life in the old village isn't a good thing when they get cheated by a distant relative, Yem, out of some money. They cut him off and Yem plots revenge. Meanwhile, in the city, the couple's daughter Orked is being wooed by a young gentleman,",2003,90,7.7,Drama,Kartina Aziz,21
626,23797,13,Show,"Pi Zi and Ying Xiong are two cops who are as different as day and night. One lives a luxurious lifestyle and does nothing but drink coffee and wait for information from dubious sources to crack his cases. Another believes law and justice are the pillars of society and is constantly on the street catching criminals. When a case brings these two top crime solvers together, sparks fly and light begins to creep into the dark corners of Taipei.",2009,37,7.6,Crime,Vic Chou,39
627,85369,8,Movie,"Despite cricket fever running wild, there are two people in India who dislike its influence over their lives. The first is Dr. Satyajit Chavan, who will not permit anyone in his home nor the hospital to view nor hear anything related to it; and the second is Kashmira, who is recently married to Sarabjeet Singh, and hates cricket as her husband is obsessed with it and has even neglected to be attentive leave alone take her for a honeymoon. Then there is Hemandra Patel, located in England for over 10 years, works as an airport Janitor, but has told everyone he is a Customs Officer, is awaiting word on his becoming a Citizen, but his fate rests with Immigration Officer, Cook, who hates all Patels, including Sardar Vallabhai Patel. Watch how the world cup influences them, and the shock that awaits Hemandra when he finds that his daughter is secretly seeing an English-African male by the name of Silver.",2007,110,4.3,Family,Nana Patekar,29
628,143510,24,Movie,The movie depicts efforts and struggle by Dadasaheb Falke for creating first motion picture in India - Raja Harishchandra.,2009,96,8.4,Drama,Nandu Madhav,39
629,311516,10,Movie,"An emotional Mumbai-based football player, Rohan (Shivdasani), seeks the assistance of childhood friend, Simran (Reddy), to successfully woo fellow-collegian, Preeti (Sharma). Simran herself is about to be engaged to U.S-based Vicky (Malik). After the engagement ceremony, Vicky returns back to the U.S - not realising that back in India nothing is the same anymore...",2005,142,5.5,Drama,Aftab Shivdasani,16
631,148041,20,Movie,"What's Your Raashee? Yogesh Patel, a young man in a hurry. Yogesh must find his dream girl within 10 days to save his family from utter ruin. Finding the dream girl is tough enough. Finding her in a hurry is even tougher.",2009,192,4.8,Family,Harman Baweja,39
634,70843,32,Show,"The Prince Who Turns Into a Frog is a 2005 Taiwanese drama starring Ming Dow and Sam Wang of boyband 183 Club; and Joe Chen and Joyce Zhao of girl group 7 Flowers, as well as all the members of the former and two members of the latter, who are signed by Jungiery Entertainment. It was produced by Sanlih E-Television and directed by Chen Ming Zhang and Liu Jun Jie.

The series was first broadcast in Taiwan on free-to-air Taiwan Television from 5 June 2005 to 16 October 2005, every Sunday at 21:30 and cable TV Sanlih E-Television from 11 June 2005 to 22 October 2005, every Saturday at 21:00.

Episode seven was broadcast on 17 July 2005, it achieved an average rating of 7.05 and peaked at 8.05, which broke the previous average record of 6.43 held by Meteor Garden and was the highest peak for a single episode for a Taiwanese drama until it was broken by episode 13 of Fated To Love You which peaked at 8.13 in 2008.",2005,44,6.8,Drama,Gino Tsai,16
635,57586,17,Movie,A news reporter must uncover the secret on the 13th floor of a News Station.,2008,125,3.4,Mystery,Zayed Khan,34
636,91125,4,Movie,Fida tells the story of Jai who one day happen to meet a young and beautiful woman called Neha and he falls in love with her at first sight.,2004,122,5.4,Drama,Kareena Kapoor Khan,18
638,8614,8,Show,"After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy.",2010,44,6.7,Drama,Jeanette Aw,41
639,142153,6,Movie,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.,2009,100,5.5,Action,Jackie Shroff,39
640,100106,15,Movie,"When Apollo finds himself surrounded by friends who are beginning to settle down, he is faced with the possibility of finding his true love. It all boils down to one name: Irene. It must be fate then, when he once again sees Irene, his ex-girlfriend from three years ago with whom he had the best memories with. Apollo and Irene were a perfect couple until circumstances led them to fall apart.Now, Irene has no recollection of Apollo, having acquired amnesia shortly after their separation. Apollo sees this as the perfect opportunity to pursue Irene again, and be able to undo all the mistakes he made in the past, by offering Irene the best memories she could ever have.True love is difficult to resist, they learn. Just when they find themselves ready to commit to each other, the pains from the past catch up with them, challenging them to finally own up to the mistakes made and lies said, and eventually realize what it is to forgive and forget.",2010,110,6.7,Romance,John Lloyd Cruz,41
641,91176,17,Movie,Anya's dream turned into a nightmare when she was accused of killing 3 men. For her to regain her freedom she had to share her secret with world. With help of her sister Chioma and an inexperienced attorney IjÃ© tells the story in a riveting way with an unexpected climatic ending. It's a story that conveys the fusion of the African culture with the American culture in a court room like no other.,2010,106,7.0,Drama,Genevieve Nnaji,41
642,4924,14,Show,"At Dolphin Bay is a Taiwanese drama that stars Angela Zhang, Ambrose Hsu, Wallace Huo, and Jill Hsu. The drama aired on 2003 in SETTV.",2003,59,6.9,Drama,Angela Zhang,21
643,88343,10,Movie,A hunchbacked phone booth operator loves a blind street dancer and wants to help her regain her sight. His lookalike is a constable in love with the commissioner's daughter.,2004,148,6.4,Romance,Suriya,18
645,28024,19,Movie,"Laida Magtalas is a modern-day Belle who works hard to provide for her family while hoping that someday she will meet her prince charming and that they will live happily ever after together. That would-be prince charming is none other than ""Miggy"", the youngest member of the Montenegro clan â€” a well established family in the business world. Moony Laida's desire to finally meet Miggy leads her to apply as an Editorial Assistant at his newly launched menâ€™s magazine, ""Bachelor"". In spite of the fact that a relationship with Miggy may prove to be a long shot, Laida revels working in such close proximity with the man of her dreams.",2008,105,6.5,Romance,Sarah Geronimo,34
646,188031,9,Show,"Is the story of four friends: Natalia, AngÃ©lica, Vicky and Sara. The four of them live together and try to live together despite having their differences. They all support Natalia's dream. Natalia is a 25-year-old young woman, recently graduated from her cooking studies, who dreams of setting up her own restaurant, and wants her friends to be her partners and that her best friend AndrÃ©s also be the administrator. However, despite her dreams, Natalia has had very bad luck in her relationships. Her last boyfriend Federico was cheating on her and leaves her to marry another woman. However, she does not suspect that her best friend AndrÃ©s is secretly in love with her and tries to win her over and change her perception of men.",2007,15,6.1,Drama,Ray Contreras,29
648,29581,8,Show,"Detective Hu Xiaoman meets low level criminal Da Bao during an investigation of a missing heiress. Inspite of being on opposite sides of the law, the two work together to solve cases.",2010,44,8.0,Crime,Rui En,41
649,639940,13,Movie,"""Tango With Me"" is a contemporary story about forgiveness about some of our core values as a people and our faith.",2010,104,6.3,Drama,Mahmood Ali-Balogun,41
650,598375,24,Movie,"About 500 years ago, the five kingdoms around IIT Dholakpur joined together to end Kirmada`s rule. Now a mysterious force has brought him back from the dead. miss Bheem beat Kirmada & save the kingdom of IIT Dholakpur once again!",2008,69,6.4,Mystery,Arun Shekar,34
652,92671,15,Movie,"Roast Pork joins the triad as a young man and ends up becoming a trusted lieutenant of boss Kerosene. However, his true passion is in his successful chain of restaurants, his loving wife, and his two children. So when Kerosene wants to promote his trusted right hand man to the top of the organization as a way to take on his financial debts, it's understandable why Roast Pork would want to refuse. Roast Pork comes up with an intricate scheme with his men that would take himself out of the running, but Kerosene's intervention causes it to fail. When all hopes appears to be lost, lifelong gangster Sparrow is released from jail after serving a 20-year sentence for committing a gang-related murder that earned him a guarantee for the leader spot. However, Sparrow has made his own plans to stay out of the gang, setting off a battle of wits between the two men.",2010,95,5.7,Crime,Ekin Cheng,41
653,252951,16,Movie,"Jake Groden is the black sheep of his family. Ankle deep in fish guts, he serves out his parole in Alaska. Then, after a decade of self-imposed exile, he is forced to return to his Brooklyn family. He soon discovers that his perfect brother, Michael is dead, and he begins trying to take what Michael had- a beautiful wife, adoring son, control of the family furniture business and the love of their gruff father. For Jake, the price of a new life is his identity.",2006,91,6.1,Drama,Scott Cohen,30
654,628693,40,Movie,"When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.",2009,121,6.5,Romance,Rajit Kapoor,39
655,340006,7,Movie,"A story of an island country named Horai that was finally about to be integrated under one political administration. Domon DATE, an innocent man confined in a prison island. After 10 years of imprisonment, he kept his sanity by dreaming of retaliating against those who framed him up. He breaks the prison with the help of a man incarcerated in the deepest corner of the prison island. The man identified himself as Saji. His steady road to revenge was obstructed by a woman named Mikoto, the once fiancÃ©e of his. Can Domon get his revenge? Who is the man who identified himself as Saji? What are the hidden thoughts of Mikoto?",2010,182,7.4,Drama,Takaya Kamikawa,41
656,8175,16,Show,"Drama following the lives of a group of midwives working in the poverty-stricken East End of London during the 1950s, based on the best-selling memoirs of Jennifer Worth.",2012,56,8.5,Drama,Vanessa Redgrave,67
657,170758,3,Movie,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",2011,95,5.4,Music,Russell Brand,57
659,20564,8,Show,"Jessica Day is an offbeat and adorable girl in her late 20s who, after a bad breakup, moves in with three single guys. Goofy, positive, vulnerable and honest to a fault, Jess has faith in people, even when she shouldn't. Although she's dorky and awkward, she's comfortable in her own skin. More prone to friendships with women, she's not used to hanging with the boysâ€”especially at home.",2011,21,7.7,Family,Zooey Deschanel,57
661,170442,11,Movie,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,2011,107,7.1,History,Kevin Spacey,57
663,21580,8,Show,A Wyoming sheriff rebuilds his life and career following the death of his wife. Based on the â€œWalt Longmireâ€ series of mystery novels written by best-selling author Craig Johnson.,2012,53,8.3,Drama,Robert Taylor,67
665,20660,9,Show,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",2011,54,8.6,Family,William H. Macy,57
667,60292,4,Movie,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",2012,120,7.7,Family,Ben Affleck,67
668,27680,21,Show,"Celia and Alan are both widowed and in their seventies. When their respective grandsons put their details on Facebook, they rediscover a passionate relationship that started over sixty years ago.",2012,59,8.3,Romance,Anne Reid,67
670,21599,10,Show,"Hosted by rock legend Dave Navarro and judged by icons of the tattoo world, Chris NÃºÃ±ez and Oliver Peck, a group of the country's most creative and skilled tattoo artists compete for a hundred thousand dollars and the title of Ink Master. The stakes couldn't be higher with ""living canvasses"" donating their skin to be permanently marked in this adrenalized competition elimination.",2012,42,7.4,Music,Dave Navarro,67
671,33338,7,Show,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.",2011,48,8.4,Crime,Ashley Walters,57
674,32982,15,Movie,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",2012,157,7.5,Music,Hugh Jackman,67
681,39896,12,Movie,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,2012,113,6.2,Horror,Johnny Depp,67
682,178201,34,Movie,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmesâ€™ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",2011,129,7.4,Horror,Robert Downey Jr.,57
684,20457,19,Show,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",2012,23,8.4,Drama,Janet Varney,67
685,20429,16,Show,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",2012,23,7.6,Drama,Ai Kayano,67
687,6506,11,Show,"Set in 15th century Italy at the height of the Renaissance, The Borgias chronicles the corrupt rise of patriarch Rodrigo Borgia to the papacy, where he proceeds to commit every sin in the book to amass and retain power, influence and enormous wealth for himself and his family.",2011,51,7.9,Family,Jeremy Irons,57
689,74848,12,Movie,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.",2012,120,6.2,Drama,Colin Farrell,67
692,60844,51,Movie,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",2012,76,7.5,Action,Hiroaki Iwanaga,67
693,160132,11,Movie,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.",2011,112,7.0,Drama,AnnaSophia Robb,57
694,27468,25,Show,A team of specialized Autobots not quite ready for prime-time battles against the Decepticons is given a vital mission by Optimus Prime. The goal for the Bots is to learn about mankind and how to help others to find out what it really means to be a hero.,2012,22,6.4,Action,Elan Garfias,67
697,40319,7,Movie,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,2012,131,6.4,Crime,Taylor Kitsch,67
700,9794,32,Show,"Jerry takes his comedy pals out for coffee in a selection of his classic automobiles. Larry David sums it up best when he says, 'You've finally made a show about nothing.'",2012,20,8.0,Comedy,Jerry Seinfeld,67
701,20500,10,Show,"After Frank The Fixer Tagliano testifies against his Mafia boss in New York, he enters the Witness Protection Program and makes an unusual demand: he wants to be set up with a new life in the Norwegian small town of Lillehammer or as he calls it, Lilyhammer.",2012,45,7.9,Drama,Steven Van Zandt,67
702,62210,31,Movie,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid & protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past...",2012,134,7.4,Romance,Takeru Satoh,67
704,34151,13,Show,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",2011,26,7.3,Music,Hiroaki Hirata,57
707,9246,13,Show,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",2011,24,7.5,Action,Akeno Watanabe,57
708,19779,30,Show,"The series is set as a reality TV-esque show following Barbie, her sisters and her friends in the day-to-day activities that take place in the Dreamhouse and surrounding areas. Much of the humor in the show derives from parodying and lampooning both the traditional reality TV format and the Barbie franchise itself.",2012,6,7.3,Comedy,Kate Higgins,67
710,160371,31,Movie,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",2011,108,6.2,Action,John Cho,57
712,27586,4,Show,"This story is about the flow of fate and the battle to keep the world on the right path. Aladdin is a boy who has set out to explore the world after being trapped in a room for most of his life. His best friend is a flute with a djinn in it named Ugo. Soon enough, Aladdin discovers he is a Magi, a magician who chooses kings, and he was born to choose kings who will follow the righteous path, battling against those who want to destroy fate. Follow his adventures as he meets others from 1001 Arabian Nights, like Ali Baba and Sinbad, and fights to keep the balance of world in check!",2012,24,7.8,Drama,Kaori Ishihara,67
713,18551,6,Show,"Cuckoo is every parent's worst nightmare - a slacker full of outlandish, New Age ideas. Ken is the over-protective father of a girl who's impulsively married an American hippie on her gap year.",2012,27,5.9,Family,Greg Davies,67
715,174256,15,Movie,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man â€“ who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",2011,100,5.4,Romance,Amanda Seyfried,57
716,34740,25,Show,"Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",2011,22,6.9,Horror,Vanessa Morgan,57
717,22249,19,Show,"In the story, Kagami Taiga has just enrolled into Seirin High School when he meets Kuroko Tetsuya of the school's basketball team. Kuroko happens to be the shadowy sixth member of the legendary Generation of Miracles basketball team. Together, Kagami and Kuroko aim to take their team to the inter-high school championship - against Kuroko's former teammates.",2012,24,8.3,Drama,Kensho Ono,67
719,168921,10,Movie,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",2011,103,5.4,Horror,Hank Azaria,57
727,174683,16,Movie,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed â€˜acceptableâ€™ to all but oneâ€”Arthur. Arthur Claus is Santaâ€™s misfit son who executes an unauthorised rookie mission to get the last present half way around the globe before dawn on Christmas morning.",2011,97,7.1,Action,James McAvoy,57
729,182586,8,Movie,"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",2011,125,8.0,History,Gong Yoo,57
731,45996,16,Show,"Jump in the cab with some of the men and women behind the wheel of monster road trains and reveals what life is really like on the wide-open road. Highly dramatic, often humorous, Outback Truckers reveals the true blue heart and soul of Aussie trucking.",2012,44,7.4,Drama,Luke Hewitt,67
733,69386,7,Movie,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.",2012,98,6.8,Romance,Maggie Smith,67
734,38064,55,Movie,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",2012,80,7.7,Action,Hiroaki Iwanaga,67
735,34737,16,Show,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...",2011,42,8.0,Horror,Kate del Castillo,57
736,21081,28,Show,"Pablo is a man with a natural ability for business. Early in his life, Pablo is introduced to the business of cocaine and the power it yields. A young life of crime lands Pablo in and out of jail as he builds is criminal empire. Pablo expands his power through politics but it is not long before his conflicts as a Congressman and a drug lord collide. Pablo has his enemies executed, but not before the United States activates its own war on the Medellin cartel.",2012,44,8.4,Crime,Andr√©s Parra,67
738,161904,5,Movie,"This year, over 5 million American kids will be bullied at school, online, on the bus, at home, through their cell phones and on the streets of their towns, making it the most common form of violence young people in this country experience. The Bully Project is the first feature documentary film to show how we've all been affected by bullying, whether we've been victims, perpetrators or stood silent witness. The world we inhabit as adults begins on the playground. The Bully Project opens on the first day of school. For the more than 5 million kids who'll be bullied this year in the United States, it's a day filled with more anxiety and foreboding than excitement. As the sun rises and school busses across the country overflow with backpacks, brass instruments and the rambunctious sounds of raging hormones, this is a ride into the unknown.",2011,92,7.4,Mystery,Lee Hirsch,57
739,56296,26,Movie,"An alien intending to claim Earth for his people before their homeworld is destroyed by a comet decides not to eliminate humanity when he hears their music. Instead, he lives among them until another alien is sent to find and kill him.",2012,86,7.1,Horror,Nils d'Aulaire,67
741,183039,21,Movie,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.",2012,65,7.4,Comedy,Donald Glover,67
742,160361,24,Movie,"After her sister and brother-in-law's tragic death, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",2011,89,6.3,Drama,Katie McGrath,57
743,34331,17,Movie,"When her husband is sentenced to eight years in prison, Ruby drops out of medical school in order to focus on her husband's well-being while he's incarcerated - leading her on a journey of self-discovery in the process.",2012,101,6.5,Adventure,David Oyelowo,67
744,182125,24,Movie,"Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?",2011,166,8.1,Adventure,Hrithik Roshan,57
745,183547,24,Movie,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,2012,89,5.8,Sci-Fi,Brendan Fraser,67
747,174190,10,Movie,"Set against the backdrop of a high school football season, Dan Lindsay and T.J. Martinâ€™s documentary UNDEFEATED is an intimate chronicle of three underprivileged student-athletes from inner-city Memphis and the volunteer coach trying to help them beat the odds on and off the field.  For players and coaches alike, the season will be not only about winning games â€” it will be about how they grapple with the unforeseeable events that are part of football and part of life.",2011,113,7.7,Drama,O.C. Brown,57
748,164353,7,Movie,"An honest, small town cop is transferred to a big city that is controlled by a crime boss that he had once humiliated.",2011,143,6.8,Crime,Ajay Devgn,57
752,68436,6,Movie,"He is cute. He's shrewd. The girls love him. The cops hate him. He can't speak but is always talked about. His naughty antics will make you scream, but he will never listen. Cos he can't! Next summer ride a rollercoaster of emotions with Barfii - the Chalu Chaplin!",2012,151,8.1,Romance,Ranbir Kapoor,67
754,26776,14,Show,"Candy, a fairy from MÃ¤rchenland follows the shining light that leads to the five legendary PreCure warriors in order to fight Bad End Kingdom villains who are trying to vanquish the entire world to the â€œWorst Ending.",2012,22,6.1,Action,Misato Fukuen,67
756,176111,18,Movie,"In the years after the Revolution, China broken up into fiefdoms held by warlords, who are busy fighting each other. One warlord has imprisoned a girl and wants her to be his seventh wife, but he's too honorable to force her. The local revolutionaries wants to kill him and bring back the republic. But when a stranger returns from abroad with mastery of magic to recover the girl he loved, who is tricking whom and who will win at the end?",2011,128,5.9,Horror,Tony Leung Chiu-wai,57
757,33349,12,Show,"Cartoon showing toddlers important life lessons while teaching them that police, fire, and rescue are good people and just want to help others. Cars transform during the show to be useful and help others.",2011,14,5.8,Drama,Jun-Young Um,57
759,177258,11,Movie,"Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates.",2011,102,7.6,Crime,Imran Khan,57
760,177044,40,Movie,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing JÅnin from Kirigakure and Iwagakure, Naruto is imprisoned in HÅzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",2011,108,7.1,Crime,Junko Takeuchi,57
761,49451,43,Movie,"Welcome to the special special special comedy special.  It's very good.  I love comedy. And who do I want to make laugh more than Marilyn and Joel Bamford, my parents?  So, we've cut out the middle man of 200 strangers in a tv studio and gone right to the source.  With some paid audiences, the feigned enthusiasm can be a little uncomfortable to watch, but I genuinely rock the house.  My parents only wish they could be there with you when you watch this with your parents.",2012,50,7.0,Comedy,Maria Bamford,67
763,54780,28,Movie,"Set on an alternative Earth, Superheroes are celebrities and a high rating TV show rates their achievements, awarding them points until an annual King of Heroes is crowned. Old-school hero Wild Tiger is assigned a new partner with very different views on the heroes role in society but soon a vigilante criminal presents them with a serious problem.",2012,88,6.7,Crime,Hiroaki Hirata,67
764,176128,26,Movie,"An original twist on an eternal triangle, where secret crush and unrequited love take on altogether newfangled meanings of their own.",2011,115,6.5,Romance,Louis Koo,57
766,40860,14,Movie,"In Big Time Movie, the guys must tap their inner spy as their adventure finds them driving exotic cars and jumping out of helicopters, while trying to make it to their first world tour concert on time. Hot on their trail are evil henchmen named Maxwell, British secret agents and Swedish spies as well as billionaire businessman, Sir Atticus Moon who wants back his precious device code named: â€œThe Beetle,â€ an anti-gravitational device with enormous power.  Once they learn theyâ€™re carrying this precious cargo, the guys get pulled into a madcap mission throughout London, which threatens the onset of their world tour.  With the help of teen spy Penny Lane, the guys set out to save Pennyâ€™s father MI6 Agent Simon Lane and stop Sir Atticus Moonâ€™s plot to use â€œThe Beetleâ€ to gain world domination (Nickpress).",2012,65,6.1,Action,Kendall Schmidt,67
